id,data_col,value
0,6.556128239389669,613
1,9.964630055329614,903
2,58.405829442796374,668
3,72.06340184997599,940
4,63.5335793116634,578
5,33.436714359835186,308
6,27.225407650885703,141
7,45.28851905728668,562
8,79.86206094854755,423
9,83.27637699128438,178
10,97.8217560920579,220
11,32.505670184802185,329
12,7.906836929544214,868
13,30.78078410626769,948
14,31.550112503337957,663
15,12.230825850251492,243
16,69.65479382572653,680
17,82.74843640512623,985
18,28.85935890168081,161
19,33.00810290399778,453
20,9.464882207621494,712
21,24.97330377868333,605
22,55.31344326711414,688
23,5.499549044543473,564
24,71.19028561505326,281
25,76.19081429485716,374
26,97.19551080965331,155
27,0.9237476788593324,778
28,60.25301115609323,167
29,57.518232090120634,974
30,14.04677650291337,387
31,27.658354483820247,403
32,84.16369622235588,575
33,16.74465368096444,661
34,8.37648254618999,271
35,40.64478407804265,410
36,88.5867189911149,107
37,51.16586313835888,778
38,50.80360016593626,868
39,4.720980554395604,902
40,96.59081197187515,834
41,33.39379617697854,446
42,6.307647452539578,699
43,33.41475723727484,676
44,51.289576349809415,312
45,45.24882217517604,561
46,31.981838328100253,573
47,68.89837385140403,478
48,11.57390067860985,549
49,77.25373287012837,295
50,39.16540392538474,385
51,82.18883656807304,780
52,57.606700129667246,596
53,29.991597684140224,355
54,92.53941634879351,211
55,20.31523891299797,998
56,96.99582684628662,206
57,61.367945850089534,626
58,81.35355208632072,439
59,71.44540605846025,291
60,15.361687108776545,392
61,78.72395528162797,242
62,22.461981856580437,810
63,69.80946427779794,372
64,78.5389415636723,347
65,20.01470688508311,402
66,89.0232135196399,468
67,75.37053076013903,691
68,93.74312869080825,118
69,68.31922756925931,517
70,0.1463652220128231,458
71,2.3210499350484137,338
72,21.732182931788003,967
73,18.477259335520447,995
74,46.58564256147444,518
75,73.8746458811365,384
76,60.73532038386761,756
77,30.560051191477044,432
78,39.69000605610796,633
79,95.5402874817123,787
80,96.72712522053254,141
81,86.9653036139369,625
82,90.85145595147841,886
83,39.28412070640911,553
84,39.01967519042846,365
85,96.3125468420689,821
86,82.12521200117104,485
87,76.75704856537097,382
88,65.49352311621787,181
89,17.722808262842104,644
90,26.53502928246211,267
91,5.186721923984217,398
92,49.60310174832995,482
93,88.37101452386925,232
94,68.43794195649926,674
95,34.00465837392588,351
96,83.06227768085054,121
97,97.55975869633313,414
98,39.419115457457174,367
99,72.41665895955536,536
100,1.048631242004272,312
101,41.10500227117204,879
102,48.402445507975386,968
103,34.019087969008844,516
104,29.63204120422652,747
105,63.54913691994428,225
106,3.4972438316145937,110
107,79.90386002749855,318
108,66.75206411334668,910
109,69.4650431934838,750
110,61.00476883539008,499
111,5.901735695654054,836
112,18.042049300379393,379
113,0.007544253846458737,161
114,45.481417537353586,577
115,38.933269011982304,656
116,59.327777286902226,167
117,72.43860369304149,171
118,64.82376922093908,385
119,21.326349723627523,313
120,72.04266473869397,902
121,68.27222312076367,573
122,85.17924876492495,428
123,29.608190272902036,848
124,67.78960928419993,274
125,31.540569357400315,868
126,77.22283972829163,548
127,33.98576931476009,534
128,6.047458986508413,559
129,31.83779595938213,768
130,57.77375348871955,502
131,53.469920520498114,982
132,62.50900677496518,159
133,21.437885906967345,928
134,54.28823898944369,401
135,16.85200848366121,797
136,88.96205161284465,324
137,15.308693980112565,160
138,96.03224855227171,771
139,3.281019183906908,729
140,61.89337628240157,357
141,39.81990729360242,157
142,72.97609584647175,259
143,89.2156056757884,876
144,79.7961848116646,851
145,68.10907921815281,627
146,33.186974135675015,264
147,62.50080676674259,139
148,49.144279353199934,501
149,58.81498605274999,996
150,51.712019106436394,636
151,15.283052025253474,175
152,77.58639339172942,932
153,0.910051116001509,581
154,1.3150580609626261,356
155,82.7411011291884,185
156,98.30251861365717,186
157,31.488964499729597,389
158,9.604886271601076,614
159,87.59442280090633,581
160,76.70186037820802,192
161,75.46715059101217,886
162,27.91269810697812,618
163,80.75055115130145,490
164,54.913032113279,743
165,6.770700149689624,334
166,66.64320878156754,340
167,83.52356516244711,783
168,3.9722023075166146,959
169,74.98146794781712,985
170,90.23930290727108,239
171,29.58440176157131,531
172,30.350042238241926,291
173,19.683063807135426,167
174,12.277958266777322,706
175,13.86152601932511,146
176,97.63437473115053,880
177,50.611134014852745,604
178,47.82345129696888,319
179,48.5791539184527,794
180,16.810856786776597,228
181,42.77658567839102,250
182,91.16334889293168,364
183,19.353620110460255,827
184,11.432501645615778,237
185,90.55327937514629,528
186,89.30472999431068,169
187,74.36490815946735,352
188,77.34727776741084,369
189,87.34460936740359,455
190,88.03697326291794,235
191,55.913751707784876,692
192,82.94140888058959,299
193,18.929165621455546,740
194,38.69662092518733,178
195,1.783796205362309,290
196,67.42248591271024,404
197,81.19070814734009,625
198,22.02719970417444,357
199,36.266881004192385,942
200,74.81586954100342,157
201,21.39959590718562,415
202,10.913797020452865,458
203,68.88624134170693,223
204,18.92719047645436,175
205,9.737767806000253,969
206,3.1174568422883686,983
207,94.37356828344188,804
208,28.994391370084603,593
209,77.68015551914988,966
210,34.272022119744626,169
211,4.120795317663994,845
212,36.581932816226406,943
213,83.8055705235912,629
214,45.458208086863,551
215,88.859747004978,954
216,75.70250008071329,906
217,64.82015343590547,759
218,6.701118749133661,600
219,87.68752988522738,621
220,77.90916247648114,433
221,13.148262938246003,959
222,17.784968556140978,634
223,22.164695169942938,842
224,65.47841798745331,242
225,52.97335411180482,159
226,44.710438438316956,136
227,37.942219068423945,427
228,44.540768857337945,896
229,16.013040797986143,429
230,49.655284287639404,768
231,86.94374369568692,984
232,90.04287047599227,170
233,61.8360798127007,211
234,13.348074471969639,831
235,39.973071767092904,937
236,33.19414899731934,311
237,61.31075074340144,171
238,68.06878561724163,559
239,11.503566555240585,155
240,91.34002508371081,690
241,31.61153964041754,463
242,3.0018825649936742,780
243,96.02478827877896,966
244,83.49704181183746,277
245,69.24325153483605,948
246,12.882733066182672,887
247,98.38411983264542,471
248,88.67523035897668,369
249,27.93576999184044,413
250,41.20978200490241,483
251,75.92884091677152,737
252,51.83042623712327,552
253,67.36051538227366,889
254,75.06630272727386,710
255,44.65495054623325,528
256,96.11740654388502,732
257,69.37254536602391,405
258,5.4319499442724295,452
259,67.71768381350853,356
260,46.49905507127615,488
261,13.36717333829478,424
262,75.34383739664585,250
263,33.68504682713156,706
264,57.8872449977959,754
265,41.56448841937501,267
266,37.18374193319117,179
267,35.82643980272206,207
268,50.64241582713679,472
269,1.2839477930819965,439
270,15.975228952108667,618
271,15.918113941867196,287
272,22.915966787946484,135
273,37.421653078416576,305
274,71.40060999591941,442
275,88.48115635226587,253
276,14.29552710981865,611
277,72.31851157678217,416
278,19.235634133760705,158
279,42.442265320864166,627
280,55.155813095680195,911
281,20.426001479075985,816
282,40.23632263283907,218
283,15.454482387590996,773
284,8.156668795907896,850
285,46.26389997662012,495
286,98.91240785736223,365
287,57.79808492167614,610
288,29.793310027943388,726
289,46.65328436807968,476
290,21.319657710341843,796
291,70.42247150838737,414
292,17.347805969684593,153
293,48.94870270145576,199
294,46.65923441585702,929
295,53.714388813927194,303
296,77.31337445291435,512
297,10.192060396939318,870
298,26.346017714033454,106
299,7.029364439688246,312
300,17.557529663384695,261
301,75.84803006403288,851
302,54.27703498490972,779
303,28.11822691511332,130
304,67.60009336404916,641
305,84.83051160726318,890
306,7.394840156742455,109
307,63.92521168738814,892
308,81.08991746526273,514
309,90.288255564233,218
310,19.86742409141078,513
311,89.74487753299074,350
312,16.73618055499905,321
313,30.35890759837745,928
314,87.24722582076073,680
315,78.10813279564397,226
316,22.389763737579404,275
317,2.806831109727692,811
318,58.85585485700248,139
319,75.16676463648656,499
320,82.56422954764939,409
321,95.96901354227056,413
322,56.60091314275907,739
323,96.99297569917957,918
324,39.71185552129628,593
325,24.477811139685844,508
326,78.59201360603872,584
327,11.003022918616146,719
328,32.8513756140341,345
329,42.17809236681936,195
330,1.2695115418767,146
331,83.63779016557038,922
332,55.9577716937868,239
333,62.41019727703526,449
334,40.57700933583559,888
335,85.88879584675722,279
336,29.963383251204302,519
337,38.433134832472874,667
338,23.127577096212192,855
339,2.0996415962983295,618
340,80.90462941434305,196
341,52.16976655134445,656
342,56.774136323150046,299
343,52.59471418525048,556
344,53.04538232241407,323
345,81.5259424816079,189
346,96.72444157957979,552
347,54.669467961267074,433
348,46.46371269265891,183
349,37.657262596154425,838
350,47.18813096568881,315
351,82.73143453686163,373
352,18.753530995089008,397
353,97.7339262095251,732
354,99.23308669501313,523
355,71.74947193123349,590
356,8.644480449298175,353
357,98.56412866587921,918
358,44.545808508411525,858
359,7.135068953788737,191
360,76.91012926523607,916
361,95.93068451501875,553
362,97.73360257672414,729
363,76.47466698854572,972
364,23.80794632072194,637
365,87.35482709038145,424
366,34.869998731111984,326
367,1.7237331633889963,296
368,77.46727933525096,748
369,50.309248599161435,499
370,87.48041921157564,156
371,73.57582059310388,504
372,15.762531717791184,959
373,7.906527047115441,622
374,14.88076346759587,398
375,53.50858125261318,292
376,44.63407925366708,607
377,50.22304975884747,688
378,26.314577216011635,683
379,50.338997364996374,750
380,52.355818738017746,773
381,40.81600713761002,418
382,6.368485871995344,403
383,30.072896160978445,364
384,73.27240050724001,841
385,34.23430565971049,320
386,95.87919868991037,346
387,33.4867245449333,831
388,16.17780820943078,882
389,47.53386177798789,129
390,28.35182896871238,941
391,54.12102440574576,168
392,15.302180024690538,874
393,44.36915072185068,746
394,4.313556725205814,808
395,63.90920720065092,998
396,45.864783605727034,271
397,79.35031718720238,612
398,51.280305684131555,865
399,12.034191149836149,334
400,34.54606781246886,797
401,87.28446576757065,868
402,26.676916293616582,982
403,79.38257886002906,552
404,61.94337715553689,548
405,93.92342808725545,179
406,14.118574632461456,967
407,55.47089654409382,799
408,57.94163187485323,416
409,60.624270668556925,762
410,83.23044171865219,316
411,79.58679965046454,443
412,89.29089515547469,819
413,8.87555758466565,752
414,32.881004440667525,232
415,78.38719756671651,801
416,76.92869450629755,311
417,9.150783638547843,909
418,49.35548388909412,244
419,13.551956048406154,312
420,53.149212602767584,746
421,7.044445674363131,322
422,16.80335935922296,691
423,72.45464650058845,810
424,83.59377070415842,971
425,45.13928527566783,828
426,86.74112791764668,316
427,75.88268544501409,871
428,50.42911802889971,310
429,77.70469187884163,754
430,81.26246783502124,811
431,97.63110160028279,931
432,93.26741215871347,948
433,60.63253595669812,865
434,89.66189913538216,186
435,38.390172103545716,513
436,7.374488650734923,695
437,56.84466818690604,277
438,43.369264944517425,185
439,14.656513627137524,854
440,12.84402865941001,577
441,50.1338100341708,354
442,66.85552955247076,438
443,15.8803002125122,825
444,85.4212382029496,799
445,57.94215597957094,552
446,54.684679865116436,240
447,70.61111405843354,449
448,19.244251274457802,839
449,62.56230849648874,687
450,0.5327783211788506,264
451,22.631146639960765,994
452,65.38808502727973,472
453,1.4531597411872932,350
454,22.518471651048245,881
455,62.97299231223017,184
456,6.972800970466208,970
457,10.908926058354872,411
458,60.367673904103604,519
459,99.73950590667904,579
460,50.549901305093414,389
461,97.48670480971012,307
462,77.37145573282204,146
463,59.79410579240086,103
464,17.433180153926344,414
465,71.87550992712849,242
466,42.43251405256206,681
467,72.55187531472905,728
468,87.26443076802008,690
469,86.65456621228664,668
470,25.391885961418183,927
471,19.899356096146768,935
472,92.2503386840636,680
473,10.436955896562095,373
474,78.67863164885757,586
475,93.23171916574802,100
476,4.827672606293721,785
477,9.349885564790783,818
478,58.74588143984185,761
479,38.21605399508873,361
480,86.36298678015994,635
481,65.36546549063895,715
482,55.05146235984031,518
483,33.13118490660292,993
484,39.867396264958344,540
485,28.482569459331753,748
486,1.6171421080846349,342
487,25.71323754952922,516
488,28.84380174096728,357
489,90.88834748796448,785
490,37.619663461791085,281
491,5.795184345601012,421
492,84.55803256374024,692
493,73.08143009140447,289
494,35.82892764946878,558
495,53.23433572021323,171
496,31.797740178772273,947
497,19.96435651292836,295
498,27.612904540832506,990
499,77.50939427205158,876
500,67.66456869481962,930
501,94.64120216992123,774
502,48.23331095570177,511
503,14.72369500453098,460
504,31.796099241808605,383
505,55.814075068225044,692
506,64.65500780354422,388
507,75.95167461657171,396
508,8.24992518180645,783
509,4.171502095458413,579
510,32.411993580495015,444
511,40.938441271693634,583
512,13.746197113105108,649
513,35.276218009400125,819
514,3.973110025124993,296
515,55.07778917615765,897
516,49.27978714306401,484
517,35.331615790413615,528
518,31.084681432066475,476
519,1.3469398415494993,649
520,37.13997243906212,768
521,98.30976566816939,979
522,87.0132713622439,222
523,97.32971040780059,886
524,23.452114693698277,164
525,68.04350916156727,301
526,39.385462979741924,847
527,84.85989217486666,175
528,90.70479903567067,424
529,13.624892434321579,534
530,35.20530375078243,967
531,37.272721110406714,552
532,87.14203153393565,766
533,39.47582198686062,131
534,10.905373828525144,583
535,13.739266733317523,356
536,10.668674641433306,504
537,79.30092036255515,692
538,63.43045521491035,334
539,94.36596307061475,545
540,58.14683448464441,810
541,90.92449736308879,910
542,47.7753711644734,532
543,15.189404887855673,919
544,51.558609184263695,499
545,43.90705409107196,146
546,8.393007360804228,403
547,38.206324724144416,407
548,50.00538916605309,214
549,51.96124870961852,853
550,39.45748621190926,916
551,96.48711316211443,657
552,57.91134291318728,232
553,83.76303406621894,913
554,86.87066611635782,752
555,79.01280957717216,761
556,99.2609502491899,579
557,97.62894031156793,732
558,40.59279288656701,648
559,16.514462425889175,655
560,77.01273897914514,732
561,2.9814789695178034,471
562,51.780526743745384,261
563,38.740438985545424,489
564,99.56454043658428,160
565,33.13684272222284,596
566,6.060711620699244,552
567,22.880328352299262,751
568,12.24620537372305,763
569,3.2935797771717623,876
570,2.2662537880062783,174
571,88.56594504810424,372
572,44.42473772178101,650
573,96.45820345704976,894
574,32.32029962329134,600
575,68.26470271230303,905
576,16.975529949929225,779
577,59.90453909763305,938
578,8.494332330809407,742
579,21.565794748875366,499
580,27.599591198204752,578
581,69.12147760477126,360
582,17.570160079449295,277
583,96.46856158629373,672
584,74.76443923921524,401
585,9.167852092898897,873
586,11.622603693645129,350
587,10.872454828788003,287
588,28.956054425211374,517
589,51.56342960371758,290
590,56.760845106160595,184
591,7.121104120575916,622
592,76.62070718486267,470
593,97.38193646726367,353
594,66.51244463094127,965
595,20.45861200703658,830
596,91.3269661305957,809
597,53.944394014471605,665
598,18.43280715395913,959
599,49.19802154219588,826
600,16.426825022557313,174
601,93.1601492920122,345
602,87.29808799838462,407
603,25.06364646850142,357
604,27.459540980902553,485
605,61.60755723976552,884
606,32.31801127486781,709
607,23.76040720613287,932
608,69.00857292526192,621
609,30.852243846754313,329
610,73.42974599345179,201
611,98.35073720331916,536
612,3.7663753385342447,802
613,9.765904829311879,109
614,90.26173610137698,309
615,0.5403893988136232,323
616,85.68148906718791,381
617,99.39203131488289,287
618,46.32951275968639,579
619,43.20159599374725,898
620,6.916454523625504,870
621,84.38720613889585,881
622,76.79771477860737,333
623,89.51179417468828,675
624,49.61889951146382,339
625,83.8014878634311,859
626,5.351239634791661,396
627,6.772330204138822,739
628,45.813453891640435,883
629,89.9598154458306,505
630,30.374325645443633,910
631,45.1278791334442,350
632,56.10463350473207,870
633,4.5114778174514925,475
634,14.788052374498562,550
635,97.32605313350956,376
636,1.7652376626099198,368
637,98.39872484336834,949
638,71.09406238520135,328
639,56.80668146410864,250
640,5.245438051354845,761
641,20.23575139626762,886
642,19.081842184128128,629
643,54.91842860124865,315
644,89.92708850074257,827
645,38.82922181388109,325
646,31.86180342490991,529
647,63.53386177057091,164
648,24.491074933051237,476
649,38.81970200510687,224
650,33.01170199461381,654
651,85.04465170403402,643
652,38.73164411258772,249
653,93.04468892204088,569
654,42.07896881953144,291
655,34.976479594222155,958
656,77.8696257411492,254
657,3.883310721214761,151
658,64.91118973667733,920
659,57.781964375914974,292
660,1.3265317035994761,239
661,50.58738549503378,484
662,32.68063063351918,619
663,72.86324474490567,803
664,62.60582118548116,197
665,22.41680389240315,440
666,49.09968360389302,944
667,5.990904344876391,110
668,38.74337881768232,884
669,18.793768082099295,441
670,86.71862711070698,889
671,84.44589675592152,594
672,8.342485688151458,335
673,56.92317645679162,972
674,17.325690186859944,665
675,99.94661124926743,820
676,16.89282332871258,266
677,24.706663345590375,238
678,95.2865650142854,342
679,14.294445723680427,567
680,47.66926280751878,770
681,88.26671188343701,977
682,67.86487740505119,316
683,12.661650071840247,321
684,71.7537774336111,930
685,85.426299823258,254
686,77.14248878361015,902
687,55.75332403316982,661
688,47.28184798213647,727
689,47.193649091928194,971
690,5.703236171327863,180
691,99.82974020853447,956
692,61.51341950667675,502
693,78.5813236778874,372
694,31.90109203812045,977
695,66.62994516960819,945
696,35.516535582864236,897
697,70.72981381357599,264
698,47.347589214854516,677
699,56.329195216157004,575
700,0.40181582249174674,663
701,91.00627184940662,781
702,31.945636361529274,649
703,42.286309499569484,151
704,43.06631869938224,274
705,95.59618426802096,291
706,50.90058516620153,564
707,95.39706970370374,100
708,92.70383826130526,693
709,65.55313478869506,362
710,47.2805858276753,735
711,81.78096162311945,121
712,17.16373065943486,683
713,25.602959583020525,813
714,73.99033922481077,771
715,48.438838609154985,521
716,57.44581455997321,954
717,38.165628155177856,182
718,45.94790432549591,588
719,64.31893648637987,417
720,52.964021496099036,826
721,51.7525207025402,526
722,55.75076763361485,947
723,2.7921703618576155,809
724,70.36821161749167,507
725,98.18040320903889,249
726,10.200674866490978,350
727,99.75172562062673,778
728,70.99514365868596,885
729,44.799149221607415,682
730,21.425921484477584,316
731,26.120911656463043,210
732,78.21985872132575,848
733,56.14521274537376,342
734,52.744729920729895,848
735,48.61971028795743,386
736,25.81478671155769,375
737,49.84321097541571,195
738,51.7700505314893,562
739,20.303303388725325,716
740,68.86394854813112,471
741,63.186318710259094,913
742,57.25152299841157,121
743,23.71999100429435,340
744,37.121313564745876,469
745,26.32860167300648,543
746,99.667440088117,525
747,79.46292574791156,130
748,46.41186639910948,369
749,91.40722063957763,439
750,73.98654553362168,620
751,10.026995574067076,501
752,21.25020955826653,482
753,18.508688003039552,972
754,77.596388768414,372
755,60.90920140694872,346
756,27.182533183614677,116
757,98.34105424543665,522
758,12.60468282455307,186
759,74.8599510858036,608
760,68.28553464280624,229
761,60.496120892974304,280
762,41.67781979969977,654
763,12.967725004085008,909
764,73.07226966149312,708
765,97.66571265695399,755
766,86.23045647538915,723
767,51.885676602403485,601
768,18.8041949975026,510
769,12.918865160557779,473
770,68.93352043987193,398
771,44.832285555093506,914
772,27.069112048811895,582
773,65.68861834487217,898
774,4.3037818285516565,597
775,45.130731218905105,769
776,7.031581877324977,510
777,69.70038872471284,683
778,87.59892023661926,706
779,24.677294529994963,685
780,65.54412935552338,933
781,80.23862640102472,564
782,1.1803140128742284,577
783,52.75799902012967,807
784,11.183075021907241,767
785,59.095216756206256,555
786,9.912563737151237,995
787,8.464455847019558,606
788,22.73673019193868,370
789,99.23769017360554,302
790,58.553486879530844,994
791,39.94099520534523,979
792,97.84020882490464,384
793,71.95102024457378,959
794,13.109668432826993,626
795,20.66481064262471,199
796,62.996000590955326,767
797,69.10100330432356,786
798,69.74580207681782,633
799,52.55162928274684,395
800,27.255290180962778,716
801,60.18630580914919,224
802,51.32268436732089,570
803,17.99098448585833,473
804,61.29345285454858,243
805,31.199572175809887,251
806,5.154654531287905,925
807,28.166451259624115,687
808,69.15868568785298,978
809,92.44018624426268,323
810,80.78893587917688,847
811,93.66578582031865,854
812,95.1058996616073,714
813,5.745829167159844,894
814,23.952798917626662,148
815,95.59305289894958,128
816,29.79071312916077,688
817,64.52995671404128,291
818,76.78765042071547,169
819,78.71468557376903,176
820,42.53059238578619,665
821,66.73007083806502,203
822,7.8386340540696375,303
823,16.7388715746706,425
824,36.15266768962479,952
825,68.76437048770208,465
826,99.14340181856065,947
827,31.8534562437889,981
828,49.949142636339474,785
829,98.65860937533134,496
830,83.18845704419753,197
831,21.54245560472813,367
832,10.691183123409708,925
833,19.66288967682316,770
834,99.63543309704853,484
835,2.0746104882848115,557
836,10.523065107610707,462
837,24.438132172495443,944
838,65.34028717930137,927
839,22.02462837978947,544
840,99.26246914369133,485
841,96.93993571762628,278
842,63.611435828641305,961
843,42.46441634470061,913
844,94.70997475149268,871
845,10.733681979210786,334
846,20.97695636770789,677
847,52.19807234607303,888
848,36.29340292930099,991
849,5.408132076674265,615
850,94.57256018779951,737
851,47.19449464582712,393
852,51.405686439199414,687
853,55.10004354655531,586
854,7.9395368613802475,781
855,9.256034777461808,728
856,65.91750261988824,781
857,79.87988764969562,807
858,10.51974651444093,514
859,82.89288714097479,101
860,51.25720378148285,533
861,60.88010721441349,637
862,45.77692569246551,682
863,0.37220456485427267,804
864,34.72142788914616,809
865,72.6878755904146,581
866,17.55040522306516,286
867,81.48190133188051,362
868,58.588867793235636,333
869,68.9146253603042,180
870,75.57841153870662,163
871,37.43273546640572,155
872,80.74698261090043,289
873,62.38993052712204,947
874,14.228459293696694,993
875,97.24337661857535,974
876,15.02683017264138,490
877,88.98453614947334,884
878,72.677401154405,891
879,60.84538156315439,324
880,11.44227324862409,519
881,8.807308074225418,948
882,83.85213970394074,536
883,1.8222747020169239,439
884,83.77195925556757,914
885,18.81234007375391,449
886,13.874767257867305,113
887,0.24712887060945876,167
